"","y_pred"
"9494",3
"9495",0
"9496",7
"9497",1
"9498",2
"9499",8
"9500",2
"9501",8
"9502",3
"9503",4
"9504",3
"9505",8
"9506",2
"9507",1
"9508",0
"9509",1
"9510",2
"9511",5
"9512",0
"9513",5
"9514",7
"9515",3
"9516",1
"9517",0
"9518",2
"9519",5
"9520",4
"9521",1
"9522",9
"9523",6
"9524",1
"9525",1
"9526",6
"9527",9
"9528",7
"9529",6
"9530",1
"9531",3
"9532",1
"9533",3
"9534",6
"9535",5
"9536",0
"9537",2
"9538",7
"9539",8
"9540",7
"9541",1
"9542",0
"9543",3
"9544",3
"9545",0
"9546",8
"9547",6
"9548",9
"9549",0
"9550",1
"9551",4
"9552",5
"9553",0
"9554",4
"9555",7
"9556",1
"9557",8
"9558",7
"9559",3
"9560",9
"9561",1
"9562",6
"9563",8
"9564",5
"9565",5
"9566",1
"9567",9
"9568",6
"9569",0
"9570",1
"9571",2
"9572",5
"9573",8
"9574",1
"9575",3
"9576",9
"9577",1
"9578",5
"9579",7
"9580",2
"9581",9
"9582",8
"9583",1
"9584",8
"9585",1
"9586",9
"9587",4
"9588",8
"9589",9
"9590",4
"9591",3
"9592",7
"9593",0
"9594",2
"9595",1
"9596",0
"9597",3
"9598",0
"9599",0
"9600",3
"9601",1
"9602",6
"9603",0
"9604",9
"9605",6
"9606",9
"9607",7
"9608",3
"9609",7
"9610",7
"9611",5
"9612",5
"9613",8
"9614",3
"9615",6
"9616",0
"9617",1
"9618",7
"9619",6
"9620",8
"9621",2
"9622",3
"9623",4
"9624",9
"9625",1
"9626",2
"9627",3
"9628",0
"9629",3
"9630",9
"9631",4
"9632",6
"9633",6
"9634",2
"9635",7
"9636",2
"9637",7
"9638",0
"9639",4
"9640",8
"9641",3
"9642",5
"9643",0
"9644",3
"9645",0
"9646",1
"9647",5
"9648",5
"9649",4
"9650",2
"9651",0
"9652",1
"9653",9
"9654",5
"9655",1
"9656",2
"9657",4
"9658",7
"9659",9
"9660",2
"9661",5
"9662",2
"9663",6
"9664",5
"9665",5
"9666",7
"9667",6
"9668",4
"9669",1
"9670",1
"9671",2
"9672",3
"9673",0
"9674",9
"9675",6
"9676",1
"9677",8
"9678",2
"9679",1
"9680",6
"9681",1
"9682",1
"9683",2
"9684",3
"9685",5
"9686",1
"9687",9
"9688",8
"9689",8
"9690",6
"9691",3
"9692",5
"9693",9
"9694",1
"9695",7
"9696",1
"9697",3
"9698",2
"9699",4
"9700",9
"9701",9
"9702",6
"9703",4
"9704",0
"9705",3
"9706",8
"9707",9
"9708",8
"9709",3
"9710",4
"9711",9
"9712",6
"9713",5
"9714",9
"9715",2
"9716",0
"9717",9
"9718",8
"9719",3
"9720",6
"9721",4
"9722",4
"9723",5
"9724",9
"9725",8
"9726",2
"9727",1
"9728",1
"9729",6
"9730",1
"9731",2
"9732",0
"9733",7
"9734",5
"9735",8
"9736",1
"9737",2
"9738",9
"9739",7
"9740",8
"9741",4
"9742",9
"9743",1
"9744",9
"9745",1
"9746",2
"9747",5
"9748",2
"9749",8
"9750",6
"9751",8
"9752",2
"9753",0
"9754",6
"9755",7
"9756",8
"9757",9
"9758",8
"9759",5
"9760",8
"9761",0
"9762",7
"9763",9
"9764",4
"9765",9
"9766",4
"9767",1
"9768",3
"9769",3
"9770",4
"9771",2
"9772",5
"9773",8
"9774",1
"9775",3
"9776",6
"9777",0
"9778",9
"9779",6
"9780",0
"9781",7
"9782",4
"9783",7
"9784",4
"9785",9
"9786",6
"9787",8
"9788",8
"9789",5
"9790",3
"9791",6
"9792",9
"9793",1
"9794",8
"9795",5
"9796",1
"9797",1
"9798",2
"9799",0
"9800",9
"9801",9
"9802",4
"9803",1
"9804",6
"9805",0
"9806",4
"9807",1
"9808",6
"9809",4
"9810",1
"9811",0
"9812",2
"9813",8
"9814",1
"9815",5
"9816",1
"9817",8
"9818",1
"9819",4
"9820",6
"9821",7
"9822",0
"9823",1
"9824",4
"9825",7
"9826",9
"9827",3
"9828",9
"9829",3
"9830",1
"9831",4
"9832",9
"9833",9
"9834",0
"9835",0
"9836",3
"9837",0
"9838",9
"9839",5
"9840",6
"9841",7
"9842",4
"9843",1
"9844",7
"9845",3
"9846",0
"9847",5
"9848",3
"9849",0
"9850",7
"9851",5
"9852",9
"9853",6
"9854",8
"9855",0
"9856",4
"9857",8
"9858",6
"9859",9
"9860",2
"9861",4
"9862",9
"9863",8
"9864",6
"9865",5
"9866",0
"9867",7
"9868",3
"9869",2
"9870",7
"9871",9
"9872",0
"9873",0
"9874",1
"9875",5
"9876",3
"9877",3
"9878",9
"9879",4
"9880",5
"9881",6
"9882",5
"9883",9
"9884",3
"9885",5
"9886",5
"9887",8
"9888",3
"9889",8
"9890",0
"9891",1
"9892",3
"9893",8
"9894",4
"9895",9
"9896",1
"9897",0
"9898",0
"9899",6
"9900",6
"9901",9
"9902",9
"9903",1
"9904",7
"9905",8
"9906",0
"9907",9
"9908",0
"9909",8
"9910",9
"9911",5
"9912",9
"9913",2
"9914",0
"9915",0
"9916",4
"9917",2
"9918",2
"9919",2
"9920",9
"9921",0
"9922",2
"9923",4
"9924",9
"9925",7
"9926",9
"9927",1
"9928",9
"9929",4
"9930",7
"9931",2
"9932",8
"9933",1
"9934",9
"9935",4
"9936",9
"9937",3
"9938",5
"9939",4
"9940",6
"9941",1
"9942",1
"9943",1
"9944",5
"9945",4
"9946",6
"9947",3
"9948",9
"9949",5
"9950",7
"9951",1
"9952",1
"9953",6
"9954",5
"9955",4
"9956",6
"9957",7
"9958",9
"9959",0
"9960",8
"9961",8
"9962",1
"9963",5
"9964",0
"9965",5
"9966",6
"9967",8
"9968",9
"9969",8
"9970",8
"9971",8
"9972",0
"9973",7
"9974",1
"9975",5
"9976",3
"9977",0
"9978",6
"9979",7
"9980",3
"9981",6
"9982",9
"9983",5
"9984",9
"9985",4
"9986",6
"9987",1
"9988",6
"9989",2
"9990",0
"9991",6
"9992",3
"9993",0
"9994",8
"9995",7
"9996",3
"9997",3
"9998",4
"9999",8
"10000",2
